Datum,Verbrauch in MWh
2029-01-01 00:00:00,3483.7545344472537
2029-01-01 00:15:00,3479.588657090262
2029-01-01 00:30:00,3489.4686244785416
2029-01-01 00:45:00,3504.7939330312606
2029-01-01 01:00:00,3520.3731102857814
2029-01-01 01:15:00,3518.2345816588813
2029-01-01 01:30:00,3521.408839149577
2029-01-01 01:45:00,3549.791064730078
2029-01-01 02:00:00,3598.991893232108
2029-01-01 02:15:00,3650.758973167681
2029-01-01 02:30:00,3705.5565712223383
2029-01-01 02:45:00,3760.748563078988
2029-01-01 03:00:00,3815.899884179219
2029-01-01 03:15:00,3854.4757991094266
2029-01-01 03:30:00,3895.649930061833
2029-01-01 03:45:00,3962.912011545076
2029-01-01 04:00:00,4004.673331251141
2029-01-01 04:15:00,4051.6315267259724
2029-01-01 04:30:00,4101.103603703517
2029-01-01 04:45:00,4152.264871783633
2029-01-01 05:00:00,4252.501102013405
2029-01-01 05:15:00,4293.807880422991
2029-01-01 05:30:00,4333.1066979046955
2029-01-01 05:45:00,4383.768534835857
2029-01-01 06:00:00,4426.793024150638
2029-01-01 06:15:00,4457.396506446528
2029-01-01 06:30:00,4485.108781560461
2029-01-01 06:45:00,4491.255525864399
2029-01-01 07:00:00,4482.95144710922
2029-01-01 07:15:00,4466.571907547128
2029-01-01 07:30:00,4431.303692246563
2029-01-01 07:45:00,4387.811776945323
2029-01-01 08:00:00,4415.950862459364
2029-01-01 08:15:00,4360.2401245789715
2029-01-01 08:30:00,4290.6277517865165
2029-01-01 08:45:00,4238.657458255966
2029-01-01 09:00:00,4137.154030919624
2029-01-01 09:15:00,4097.130435595007
2029-01-01 09:30:00,4037.1605045853903
2029-01-01 09:45:00,3972.9580008853695
2029-01-01 10:00:00,3708.0112531072
2029-01-01 10:15:00,3631.136141207294
2029-01-01 10:30:00,3491.8253944952976
2029-01-01 10:45:00,3360.483873615617
2029-01-01 11:00:00,0.0
2029-01-01 11:15:00,0.0
2029-01-01 11:30:00,0.0
2029-01-01 11:45:00,0.0
2029-01-01 12:00:00,0.0
2029-01-01 12:15:00,0.0
2029-01-01 12:30:00,0.0
2029-01-01 12:45:00,1371.3289587440745
2029-01-01 13:00:00,4288.393656847117
2029-01-01 13:15:00,4436.258325051556
2029-01-01 13:30:00,4424.771359014778
2029-01-01 13:45:00,4184.750473005457
2029-01-01 14:00:00,4035.654274131976
2029-01-01 14:15:00,3874.5780778273747
2029-01-01 14:30:00,3710.2568312165695
2029-01-01 14:45:00,3617.924119635539
2029-01-01 15:00:00,3553.342984837091
2029-01-01 15:15:00,3535.2114248888597
2029-01-01 15:30:00,3512.9636491357296
2029-01-01 15:45:00,3469.1241164931594
2029-01-01 16:00:00,3527.3771292105466
2029-01-01 16:15:00,3485.2965052877616
2029-01-01 16:30:00,3437.7339428513706
2029-01-01 16:45:00,3443.027717751194
2029-01-01 17:00:00,3434.086225042228
2029-01-01 17:15:00,3429.359021038752
2029-01-01 17:30:00,3437.5329653308445
2029-01-01 17:45:00,3432.044069789544
2029-01-01 18:00:00,3459.988739480068
2029-01-01 18:15:00,3495.8908090397445
2029-01-01 18:30:00,3518.174299292389
2029-01-01 18:45:00,3542.088151850379
2029-01-01 19:00:00,3547.7892415639844
2029-01-01 19:15:00,3576.2678325863285
2029-01-01 19:30:00,3591.31772234048
2029-01-01 19:45:00,3587.9717419694316
2029-01-01 20:00:00,3577.971737564546
2029-01-01 20:15:00,3532.7685072522463
2029-01-01 20:30:00,3513.774635932072
2029-01-01 20:45:00,3501.104657013825
2029-01-01 21:00:00,3477.5934367862824
2029-01-01 21:15:00,3446.8639629329946
2029-01-01 21:30:00,3411.7521290177992
2029-01-01 21:45:00,3404.3411721955677
2029-01-01 22:00:00,3417.5705900413027
2029-01-01 22:15:00,3425.615977953159
2029-01-01 22:30:00,3448.308385223577
2029-01-01 22:45:00,3465.1591730703617
2029-01-01 23:00:00,3563.749686689357
2029-01-01 23:15:00,3575.3127537041755
2029-01-01 23:30:00,3586.6982652664374
2029-01-01 23:45:00,3590.1456549779264
2029-01-02 00:00:00,3653.5522227338797
2029-01-02 00:15:00,3649.578370122481
2029-01-02 00:30:00,3659.0029245624564
2029-01-02 00:45:00,3673.6218180047167
2029-01-02 01:00:00,3751.5529664174073
2029-01-02 01:15:00,3749.550607067666
2029-01-02 01:30:00,3752.522746483204
2029-01-02 01:45:00,3779.0977802512757
2029-01-02 02:00:00,3825.16582602528
2029-01-02 02:15:00,3873.63672360675
2029-01-02 02:30:00,3924.945170899966
2029-01-02 02:45:00,3976.6229038163156
2029-01-02 03:00:00,4097.831068450809
2029-01-02 03:15:00,4133.135592724032
2029-01-02 03:30:00,4170.81799295492
2029-01-02 03:45:00,4232.37598135517
2029-01-02 04:00:00,4289.438242810902
2029-01-02 04:15:00,4332.129101309782
2029-01-02 04:30:00,4377.10539001998
2029-01-02 04:45:00,4423.617364243104
2029-01-02 05:00:00,4510.038606619464
2029-01-02 05:15:00,4547.659691315465
2029-01-02 05:30:00,4583.451981210106
2029-01-02 05:45:00,4629.593397526298
2029-01-02 06:00:00,4668.778926213087
2029-01-02 06:15:00,4696.651740493362
2029-01-02 06:30:00,4721.891322808055
2029-01-02 06:45:00,4727.489610757279
2029-01-02 07:00:00,4719.926482370419
2029-01-02 07:15:00,4705.008445003643
2029-01-02 07:30:00,4672.887118605271
2029-01-02 07:45:00,4633.275871401682
2029-01-02 08:00:00,4585.974967646797
2029-01-02 08:15:00,4533.726030680716
2029-01-02 08:30:00,4468.439292444602
2029-01-02 08:45:00,4419.698372360506
2029-01-02 09:00:00,4460.819914449223
2029-01-02 09:15:00,4425.119697283268
2029-01-02 09:30:00,4371.627763459302
2029-01-02 09:45:00,4314.360462145746
2029-01-02 10:00:00,4019.5328602126237
2029-01-02 10:15:00,3949.639217407965
2029-01-02 10:30:00,3822.9800696798557
2029-01-02 10:45:00,3703.56642241383
2029-01-02 11:00:00,0.0
2029-01-02 11:15:00,0.0
2029-01-02 11:30:00,0.0
2029-01-02 11:45:00,0.0
2029-01-02 12:00:00,0.0
2029-01-02 12:15:00,0.0
2029-01-02 12:30:00,0.0
2029-01-02 12:45:00,1800.3748795498716
2029-01-02 13:00:00,4558.717906079215
2029-01-02 13:15:00,4719.604386139384
2029-01-02 13:30:00,4721.853208629147
2029-01-02 13:45:00,4494.925887763272
2029-01-02 14:00:00,4274.194130838084
