Datum,Verbrauch in MWh
2027-01-01 00:00:00,1611.437835319493
2027-01-01 00:15:00,1612.101643052014
2027-01-01 00:30:00,1615.512585930008
2027-01-01 00:45:00,1622.5008304881765
2027-01-01 01:00:00,1693.3632174943282
2027-01-01 01:15:00,1695.1130207472936
2027-01-01 01:30:00,1697.4240451277392
2027-01-01 01:45:00,1713.279711459947
2027-01-01 02:00:00,1684.0108702750208
2027-01-01 02:15:00,1706.1282528675297
2027-01-01 02:30:00,1745.4643709925901
2027-01-01 02:45:00,1788.0701026576667
2027-01-01 03:00:00,1876.4776132649424
2027-01-01 03:15:00,1913.0119382978978
2027-01-01 03:30:00,1956.2661640905103
2027-01-01 03:45:00,2012.5184936155965
2027-01-01 04:00:00,2037.19392515063
2027-01-01 04:15:00,2077.539422235124
2027-01-01 04:30:00,2118.0273519133943
2027-01-01 04:45:00,2152.4653178824074
2027-01-01 05:00:00,2210.3385543247286
2027-01-01 05:15:00,2247.632815009457
2027-01-01 05:30:00,2287.9872542712906
2027-01-01 05:45:00,2334.057919662499
2027-01-01 06:00:00,2302.687504418533
2027-01-01 06:15:00,2329.060420155471
2027-01-01 06:30:00,2351.267011457366
2027-01-01 06:45:00,2356.697762407782
2027-01-01 07:00:00,2330.492187860493
2027-01-01 07:15:00,2313.902587314885
2027-01-01 07:30:00,2289.344308140329
2027-01-01 07:45:00,2250.711168693805
2027-01-01 08:00:00,2251.3918522070367
2027-01-01 08:15:00,2201.823293679924
2027-01-01 08:30:00,2140.9703537990044
2027-01-01 08:45:00,2096.870860042391
2027-01-01 09:00:00,2047.483583758408
2027-01-01 09:15:00,2002.9457812921514
2027-01-01 09:30:00,1928.8695052386947
2027-01-01 09:45:00,1874.9349397942306
2027-01-01 10:00:00,1686.724526509568
2027-01-01 10:15:00,1643.1049279040903
2027-01-01 10:30:00,1551.9910282497167
2027-01-01 10:45:00,1427.0038586472879
2027-01-01 11:00:00,0.0
2027-01-01 11:15:00,0.0
2027-01-01 11:30:00,0.0
2027-01-01 11:45:00,0.0
2027-01-01 12:00:00,0.0
2027-01-01 12:15:00,0.0
2027-01-01 12:30:00,0.0
2027-01-01 12:45:00,343.31997205815276
2027-01-01 13:00:00,2109.325742609066
2027-01-01 13:15:00,1961.5921943066012
2027-01-01 13:30:00,1807.0683022208927
2027-01-01 13:45:00,1661.5608592258423
2027-01-01 14:00:00,1441.0593515261721
2027-01-01 14:15:00,1373.8049347191138
2027-01-01 14:30:00,1305.0936218859242
2027-01-01 14:45:00,1263.610200082422
2027-01-01 15:00:00,1319.6695759962445
2027-01-01 15:15:00,1304.9146953599802
2027-01-01 15:30:00,1265.0542426524062
2027-01-01 15:45:00,1232.3929894017483
2027-01-01 16:00:00,1271.721066261726
2027-01-01 16:15:00,1255.7827207426994
2027-01-01 16:30:00,1243.4607151997818
2027-01-01 16:45:00,1247.497838362357
2027-01-01 17:00:00,1360.5276086685724
2027-01-01 17:15:00,1363.1907279423285
2027-01-01 17:30:00,1373.7897569679085
2027-01-01 17:45:00,1381.352707310517
2027-01-01 18:00:00,1427.8332235210112
2027-01-01 18:15:00,1451.2080548035358
2027-01-01 18:30:00,1474.7728669847359
2027-01-01 18:45:00,1495.9204724258177
2027-01-01 19:00:00,1486.1827946967783
2027-01-01 19:15:00,1508.465634341972
2027-01-01 19:30:00,1524.6446824746859
2027-01-01 19:45:00,1534.9517190970844
2027-01-01 20:00:00,1536.7577401624703
2027-01-01 20:15:00,1528.4425495178039
2027-01-01 20:30:00,1525.4836896588808
2027-01-01 20:45:00,1527.4925279134095
2027-01-01 21:00:00,1630.4689022140751
2027-01-01 21:15:00,1617.4558003407567
2027-01-01 21:30:00,1612.707629869073
2027-01-01 21:45:00,1610.5744175961127
2027-01-01 22:00:00,1620.2876257776284
2027-01-01 22:15:00,1627.1094060996581
2027-01-01 22:30:00,1639.3928606597174
2027-01-01 22:45:00,1646.6634584997987
2027-01-01 23:00:00,1684.7232214336934
2027-01-01 23:15:00,1690.0947680647744
2027-01-01 23:30:00,1697.9449861602911
2027-01-01 23:45:00,1696.8901895432641
2027-01-02 00:00:00,1728.8129018953496
2027-01-02 00:15:00,1728.1051340739677
2027-01-02 00:30:00,1733.1606387848472
2027-01-02 00:45:00,1742.152250856148
2027-01-02 01:00:00,1727.9353734187516
2027-01-02 01:15:00,1729.2730084978562
2027-01-02 01:30:00,1731.6306267578077
2027-01-02 01:45:00,1748.456559318443
2027-01-02 02:00:00,1770.561359430973
2027-01-02 02:15:00,1797.559138332876
2027-01-02 02:30:00,1838.643488545063
2027-01-02 02:45:00,1882.3690195887348
2027-01-02 03:00:00,1954.1919205461518
2027-01-02 03:15:00,1990.1228226375874
2027-01-02 03:30:00,2031.9040339613587
2027-01-02 03:45:00,2088.554173167395
2027-01-02 04:00:00,2213.1154433682823
2027-01-02 04:15:00,2253.4709646747033
2027-01-02 04:30:00,2294.821755777496
2027-01-02 04:45:00,2333.291978767589
2027-01-02 05:00:00,2339.9210887121308
2027-01-02 05:15:00,2376.8785470492203
2027-01-02 05:30:00,2415.342044434847
2027-01-02 05:45:00,2460.893246532556
2027-01-02 06:00:00,2400.7771406071806
2027-01-02 06:15:00,2427.007392775678
2027-01-02 06:30:00,2449.36135971293
2027-01-02 06:45:00,2454.7413755094167
2027-01-02 07:00:00,2269.07363295133
2027-01-02 07:15:00,2252.9980381172145
2027-01-02 07:30:00,2227.926303340678
2027-01-02 07:45:00,2190.6448153619776
2027-01-02 08:00:00,2127.2249592622234
2027-01-02 08:15:00,2082.871468623902
2027-01-02 08:30:00,2023.345092491213
2027-01-02 08:45:00,1981.9757718998278
2027-01-02 09:00:00,1830.3909636293486
2027-01-02 09:15:00,1786.3921207521398
2027-01-02 09:30:00,1712.579219025689
2027-01-02 09:45:00,1664.035900712612
2027-01-02 10:00:00,1511.540310256662
2027-01-02 10:15:00,1467.2161650267476
2027-01-02 10:30:00,1386.9618702995522
2027-01-02 10:45:00,1273.8331484353766
2027-01-02 11:00:00,0.0
2027-01-02 11:15:00,0.0
2027-01-02 11:30:00,0.0
2027-01-02 11:45:00,0.0
2027-01-02 12:00:00,0.0
2027-01-02 12:15:00,0.0
2027-01-02 12:30:00,0.0
2027-01-02 12:45:00,357.65912265392615
2027-01-02 13:00:00,2059.696783907144
2027-01-02 13:15:00,1922.107238522321
2027-01-02 13:30:00,1769.2264728561345
2027-01-02 13:45:00,1625.4966232741256
2027-01-02 14:00:00,1508.9934549054533
2027-01-02 14:15:00,1436.8546605140552
2027-01-02 14:30:00,1363.1266272197329
2027-01-02 14:45:00,1319.414182256867
2027-01-02 15:00:00,1187.4057379077033
2027-01-02 15:15:00,1172.420622813674
2027-01-02 15:30:00,1135.2868188513012
2027-01-02 15:45:00,1102.5997185014048
2027-01-02 16:00:00,1108.6837340000127
2027-01-02 16:15:00,1095.7830656831948
2027-01-02 16:30:00,1087.652075595895
2027-01-02 16:45:00,1091.234521464282
2027-01-02 17:00:00,1128.2601331979986
2027-01-02 17:15:00,1132.8380282494998
2027-01-02 17:30:00,1143.6179497866392
2027-01-02 17:45:00,1154.2421037249737
2027-01-02 18:00:00,1130.855037347728
2027-01-02 18:15:00,1149.6434116107873
2027-01-02 18:30:00,1173.113376910896
2027-01-02 18:45:00,1193.8271324599443
2027-01-02 19:00:00,1139.0441200869288
2027-01-02 19:15:00,1157.3532660957944
2027-01-02 19:30:00,1172.56785098983
2027-01-02 19:45:00,1186.4245307980216
2027-01-02 20:00:00,1202.0020992204104
2027-01-02 20:15:00,1204.13677373155
2027-01-02 20:30:00,1208.384495257727
2027-01-02 20:45:00,1215.7502335333395
2027-01-02 21:00:00,1209.7194538736019
2027-01-02 21:15:00,1208.65323772327
2027-01-02 21:30:00,1222.1511548400974
2027-01-02 21:45:00,1223.3834220276162
2027-01-02 22:00:00,1126.9853647037462
2027-01-02 22:15:00,1130.8317984712792
2027-01-02 22:30:00,1135.4744699765092
2027-01-02 22:45:00,1136.9024388769808
2027-01-02 23:00:00,1118.585343643605
2027-01-02 23:15:00,1116.1504845441928
2027-01-02 23:30:00,1119.4831126122187
2027-01-02 23:45:00,1109.6220686233528
2027-01-03 00:00:00,1105.2727169126206
2027-01-03 00:15:00,1106.9550926488089
2027-01-03 00:30:00,1103.5981341968143
2027-01-03 00:45:00,1103.6412874837654
2027-01-03 01:00:00,1129.2475396831337
2027-01-03 01:15:00,1131.755971157379
2027-01-03 01:30:00,1131.5546351131275
2027-01-03 01:45:00,1135.7439011222418
2027-01-03 02:00:00,1149.9488312616954
2027-01-03 02:15:00,1152.8952924626958
2027-01-03 02:30:00,1183.2433428434424
2027-01-03 02:45:00,1219.7782048651366
2027-01-03 03:00:00,1314.7573770784688
2027-01-03 03:15:00,1351.4592639833209
2027-01-03 03:30:00,1397.7913215944068
2027-01-03 03:45:00,1450.3268778336758
2027-01-03 04:00:00,1493.5896859478958
2027-01-03 04:15:00,1530.4591156342617
2027-01-03 04:30:00,1566.634456825469
2027-01-03 04:45:00,1590.5434956919187
2027-01-03 05:00:00,1656.5160469181506
2027-01-03 05:15:00,1694.643060778576
2027-01-03 05:30:00,1740.639867308322
2027-01-03 05:45:00,1785.8756696814253
2027-01-03 06:00:00,1862.968370695852
2027-01-03 06:15:00,1887.893970615739
2027-01-03 06:30:00,1907.659856801316
2027-01-03 06:45:00,1913.6238332124685
2027-01-03 07:00:00,1887.668412321439
2027-01-03 07:15:00,1869.9478299046723
2027-01-03 07:30:00,1849.8878380038977
2027-01-03 07:45:00,1812.3896319684973
2027-01-03 08:00:00,1807.0971565709756
2027-01-03 08:15:00,1760.9221745966265
2027-01-03 08:30:00,1702.65288828962
2027-01-03 08:45:00,1662.5059352971514
2027-01-03 09:00:00,1583.7172494048507
2027-01-03 09:15:00,1532.3168602350356
