Datum,Verbrauch in MWh
2025-01-01 00:00:00,983.5854867939111
2025-01-01 00:15:00,983.9906601350222
2025-01-01 00:30:00,986.0726231109086
2025-01-01 00:45:00,990.3380907416957
2025-01-01 01:00:00,1033.5909013007856
2025-01-01 01:15:00,1034.658941932971
2025-01-01 01:30:00,1036.0695393450533
2025-01-01 01:45:00,1045.7474822020388
2025-01-01 02:00:00,1027.8824384666955
2025-01-01 02:15:00,1041.3823923880002
2025-01-01 02:30:00,1065.3922760128003
2025-01-01 02:45:00,1091.3978583576484
2025-01-01 03:00:00,1145.3598185716796
2025-01-01 03:15:00,1167.6595505778491
2025-01-01 03:30:00,1194.0609591830314
2025-01-01 03:45:00,1228.3961185708295
2025-01-01 04:00:00,1243.4574481525715
2025-01-01 04:15:00,1268.0834340392234
2025-01-01 04:30:00,1292.7963575842903
2025-01-01 04:45:00,1313.8165190695197
2025-01-01 05:00:00,1349.1410436591843
2025-01-01 05:15:00,1371.904623330835
2025-01-01 05:30:00,1396.5360673218324
2025-01-01 05:45:00,1424.6565674444737
2025-01-01 06:00:00,1405.508770072231
2025-01-01 06:15:00,1421.6062059116643
2025-01-01 06:30:00,1435.1606108269352
2025-01-01 06:45:00,1438.475419316685
2025-01-01 07:00:00,1422.4801247835271
2025-01-01 07:15:00,1412.3542049554544
2025-01-01 07:30:00,1397.364382545124
2025-01-01 07:45:00,1373.7835813277115
2025-01-01 08:00:00,1374.1990552666007
2025-01-01 08:15:00,1343.9435196821973
2025-01-01 08:30:00,1306.800250991508
2025-01-01 08:45:00,1279.8829097926996
2025-01-01 09:00:00,1249.7380248207173
2025-01-01 09:15:00,1222.553149823154
2025-01-01 09:30:00,1177.338653523659
2025-01-01 09:45:00,1144.4182053096615
2025-01-01 10:00:00,1029.5387933256588
2025-01-01 10:15:00,1002.9143693561065
2025-01-01 10:30:00,947.3004900112228
2025-01-01 10:45:00,871.0111269579942
2025-01-01 11:00:00,0.0
2025-01-01 11:15:00,0.0
2025-01-01 11:30:00,0.0
2025-01-01 11:45:00,0.0
2025-01-01 12:00:00,0.0
2025-01-01 12:15:00,0.0
2025-01-01 12:30:00,0.0
